 If projected  the data must be readable.  On a 10x10 projection screen  90% of viewers must be able to read Event / Activity data from a viewing distance of 30,Usability,0.15104928612709045
 If projected  the data must be understandable. On a 10x10 projection screen  90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100,Usability,0.15037979185581207
The product shall ensure that it can only be accessed by authorized users.  The product will be able to distinguish between authorized and unauthorized users in all access attempts,Security,0.3649818003177643
The product shall be intuitive and self-explanatory.  :  90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product.,Usability,0.2308841049671173
The system shall be used by realtors with no training.,Security,0.10602326691150665
The system shall be intuitive and self explanatory.,Usability,0.26483041048049927
The product shall be easy for a realtor to learn.,Usability,0.1809987723827362
The product shall use symbols and words that are naturally understandable by the realtor community.,Usability,0.11213299632072449
The product shall be installed by an untrained realtor   without recourse to separately-printed instructions.,Security,0.10853487253189087
90% of untrained realtors shall be able to install the product on their device without printed instructions,Security,0.136104553937912
Only registered realtors shall be able to access the system.,Security,0.1747145801782608
Every user of the system shall be authenticated and authorized.,Security,0.3650612235069275
The product shall prevent its data from incorrect data being introduced.,Security,0.21214328706264496
The system shall be easy to use by the Program Administrators/Nursing Staff Members.,Usability,0.20052722096443176
All of the users shall be able to use the system after one day of training.,Security,0.21787945926189423
The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.,Security,0.11540259420871735
The number of mistakes noted by the students shall be decreased by 50% in the first year.,Usability,0.03884674608707428
The system shall be intuitive to the Program Administrators/Nursing Staff Members.,Usability,0.20082628726959229
2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.,Security,0.16251905262470245
The system shall use symbols and words that are naturally understandable by the user community.,Usability,0.23522810637950897
The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.,Usability,0.08070269227027893
Only authorized users shall have access to clinical site information.,Security,0.20485900342464447
Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.,Security,0.14506973326206207
Only authorized users shall have access to students’ personal information.,Security,0.3197233974933624
Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students’ personal information.,Security,0.16671834886074066
Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.,Security,0.2727918326854706
Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.,Security,0.167727530002594
The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.,Security,0.23130497336387634
The system shall protect private information in accordance with the organization’s information policy.,Security,0.3528490960597992
The system shall be built such that it is as secure as possible from malicious interference.,Security,0.4481133818626404
The system shall use the organization’s standard virus protection software to help monitor threats to itself.,Security,0.32536137104034424
