 If projected  the data must be readable.  On a 10x10 projection screen  90% of viewers must be able to read Event / Activity data from a viewing distance of 30,Usability,0.43179070949554443
 If projected  the data must be understandable. On a 10x10 projection screen  90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100,Usability,0.396616667509079
The product shall ensure that it can only be accessed by authorized users.  The product will be able to distinguish between authorized and unauthorized users in all access attempts,Usability,0.45409947633743286
The product shall be intuitive and self-explanatory.  :  90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product.,Usability,0.46566203236579895
The system shall be used by realtors with no training.,Usability,0.459744930267334
The system shall be intuitive and self explanatory.,Usability,0.41282597184181213
The product shall be easy for a realtor to learn.,Usability,0.4592166244983673
The product shall use symbols and words that are naturally understandable by the realtor community.,Usability,0.4322150945663452
The product shall be installed by an untrained realtor   without recourse to separately-printed instructions.,Usability,0.35303187370300293
90% of untrained realtors shall be able to install the product on their device without printed instructions,Usability,0.4692431390285492
Only registered realtors shall be able to access the system.,Usability,0.40436166524887085
Every user of the system shall be authenticated and authorized.,Security,0.4438621699810028
The product shall prevent its data from incorrect data being introduced.,Usability,0.4548014998435974
The system shall be easy to use by the Program Administrators/Nursing Staff Members.,Usability,0.510643482208252
All of the users shall be able to use the system after one day of training.,Usability,0.5027571320533752
The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.,Usability,0.4878374934196472
The number of mistakes noted by the students shall be decreased by 50% in the first year.,Security,0.36991602182388306
The system shall be intuitive to the Program Administrators/Nursing Staff Members.,Usability,0.5381404161453247
2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.,Usability,0.4974726438522339
The system shall use symbols and words that are naturally understandable by the user community.,Usability,0.4624817371368408
The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.,Usability,0.3819364607334137
Only authorized users shall have access to clinical site information.,Usability,0.4434172213077545
Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.,Security,0.4553893208503723
Only authorized users shall have access to students’ personal information.,Security,0.3804489076137543
Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students’ personal information.,Security,0.4952322840690613
Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.,Usability,0.3644641935825348
Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.,Usability,0.49950647354125977
The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.,Usability,0.4402228891849518
The system shall protect private information in accordance with the organization’s information policy.,Security,0.4655064642429352
The system shall be built such that it is as secure as possible from malicious interference.,Usability,0.3589266240596771
The system shall use the organization’s standard virus protection software to help monitor threats to itself.,Usability,0.47341853380203247
The list of dispute cases that are displayed after a search is performed must be color coded for easy identification of dispute cases based upon the dispute case status.,Usability,0.4450312554836273
100% of the cardmember and merchant services representatives shall use the Disputes application regularly after a 2-day training course.,Security,0.4893782138824463
100% of cardmember services representatives shall be able to successfully create a dispute case on the first encounter after completing the training course.,Usability,0.47836834192276
100% of merchant services representatives shall be able to successfully perform a follow up action on a dispute case on the first encounter after completing the training course.,Usability,0.45679575204849243
The Disputes application shall ensure that only users with the appropriate access level are allowed to initiate dispute requests.,Usability,0.4418693482875824
Only users with Update access must be able to initiate dispute requests.,Usability,0.3988487720489502
The Disputes application shall ensure that only authorized users are allowed to logon to the application.,Security,0.45837390422821045
 All authorized users  once authenticated must be able to logon to the Disputes System,Security,0.5161744356155396
The Disputes System shall generate a User Report that details any new users that have been added and any changes to an existing user’s access level.  The report will be reviewed for auditing purposes.,Usability,0.4896179437637329
All additions of new users and modifications to user’s access shall be recorded on the User Report.,Security,0.5035790205001831
 If a user account is revoked  it can only be re-instantiated by the System Administrator.,Usability,0.37406882643699646
Only the System Administrator shall be able to reset a revoked user logon account,Security,0.483978807926178
The Disputes application shall manipulate and view business data. Users will not have direct access to data files or databases.,Usability,0.47494012117385864
All updates to data files or database must be initiated from the Disputes System.,Security,0.4842210114002228
The product shall be easy to use by Adjusters and Collision Estimators.  95% of Adjusters and Collision Estimators shall find the product easy to use.,Usability,0.4180395007133484
The product shall increase productivity of Collision Estimators. 80% of the Collision Estimators shall agree their productivity has increase within 1 month of using the product.,Usability,0.3966871201992035
Users shall feel satisfied using the product.  85% of all users will be satisfied with the product.,Usability,0.46470654010772705
The product shall be easy to learn by Adjusters and Collision Estimators.  The product shall be learned with two days onsite training,Usability,0.4935407340526581
The user shall easily locate instructions while using the product.  User help can be found within 90% of the system.,Usability,0.4661787152290344
Only adjusters can request recycled parts audit reports. No users without an adjuster role shall request recycled parts audits.,Usability,0.45427998900413513
Only adjusters with a supervisor role can update preferred repair facility ratings. Users without the supervisor role cannot access the repair facility ratings.,Usability,0.4915020763874054
Only collision estimators shall search for recycled parts.  Users without the collision estimator role shall not have access to the search for recycled parts.,Usability,0.4460911452770233
Only valid data shall be entered into the system.  No invalid data shall be entered into the system.,Usability,0.3655710220336914
One insurance company shall not be able to view another insurance companys claim data.,Security,0.35819464921951294
The product shall free of computer viruses.,Security,0.4746776819229126
The system shall prevent malicious attacks including denial of service.,Usability,0.4076140522956848
The product shall make the users want to use it. 80% of the users surveyed report they are regularly using the product after the first 2 weeks post-launch.,Security,0.4658745527267456
The product shall be easy to use. 90% of users will be able to successfully reserve a conference room within 5 minutes of product use.,Usability,0.4663448631763458
The product shall give users feedback when necessary. 80% of the users surveyed report that the product accurately confirms their actions.,Usability,0.4381510317325592
The product shall allow the user to select a chosen language from one of the target market countries.,Usability,0.4213002920150757
The product shall allow for customization of start page and views preferences.,Usability,0.5173284411430359
 An employee will be able to successfully use the product within a few minutes.  After informally navigating the product for less than 15 minutes  users shall be able to successfully setup meetings and reserve conference rooms.,Usability,0.420166939496994
The product shall use a standard navigation menu familiar to most web users.,Usability,0.4835427403450012
The product shall allow for intuitive searching of available conference rooms.,Usability,0.5133911371231079
The product shall conform to the Americans with Disabilities Act.,Usability,0.1826966553926468
A new user must be able to be added to the system within 10 minutes.  90% of new users are able to log into the system within 10 minutes.,Usability,0.37941327691078186
Every registered user will have access to the product’s support site via the Internet.  70% of registered users shall find a solution to their problem within 5 minutes of using the support site.,Usability,0.4704758822917938
 The product shall be translated into foreign languages other than the target market countries’ languages in future releases.  For each emerging target market  it shall take no more than 5 days to configure the product for that market’s language.,Usability,0.43632742762565613
