 If projected  the data must be readable.  On a 10x10 projection screen  90% of viewers must be able to read Event / Activity data from a viewing distance of 30,Usability,0.25248658657073975
 If projected  the data must be understandable. On a 10x10 projection screen  90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100,Usability,0.34944167733192444
The product shall ensure that it can only be accessed by authorized users.  The product will be able to distinguish between authorized and unauthorized users in all access attempts,Security,0.3803856372833252
The product shall be intuitive and self-explanatory.  :  90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product.,Usability,0.4210813343524933
The system shall be used by realtors with no training.,Security,0.19491997361183167
The system shall be intuitive and self explanatory.,Usability,0.49788233637809753
The product shall be easy for a realtor to learn.,Usability,0.41117972135543823
The product shall use symbols and words that are naturally understandable by the realtor community.,Usability,0.3213362693786621
The product shall be installed by an untrained realtor   without recourse to separately-printed instructions.,Security,0.18559730052947998
90% of untrained realtors shall be able to install the product on their device without printed instructions,Security,0.13058319687843323
Only registered realtors shall be able to access the system.,Security,0.23520641028881073
Every user of the system shall be authenticated and authorized.,Usability,0.49192580580711365
The product shall prevent its data from incorrect data being introduced.,Security,0.523211658000946
The system shall be easy to use by the Program Administrators/Nursing Staff Members.,Usability,0.5026825666427612
All of the users shall be able to use the system after one day of training.,Security,0.20061571896076202
The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.,Security,0.20670509338378906
The number of mistakes noted by the students shall be decreased by 50% in the first year.,Security,-0.06472525745630264
The system shall be intuitive to the Program Administrators/Nursing Staff Members.,Usability,0.4148028492927551
2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.,Usability,0.16369697451591492
The system shall use symbols and words that are naturally understandable by the user community.,Usability,0.34850892424583435
The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.,Usability,0.2634698152542114
Only authorized users shall have access to clinical site information.,Security,0.1592428833246231
Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.,Security,0.20341911911964417
Only authorized users shall have access to students’ personal information.,Security,0.23447167873382568
Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students’ personal information.,Security,0.2241092175245285
Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.,Security,0.30231407284736633
Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.,Usability,0.1990329474210739
The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.,Security,0.3986361026763916
The system shall protect private information in accordance with the organization’s information policy.,Security,0.4801980257034302
The system shall be built such that it is as secure as possible from malicious interference.,Security,0.5376410484313965
The system shall use the organization’s standard virus protection software to help monitor threats to itself.,Security,0.37120747566223145
The list of dispute cases that are displayed after a search is performed must be color coded for easy identification of dispute cases based upon the dispute case status.,Security,0.10980746150016785
100% of the cardmember and merchant services representatives shall use the Disputes application regularly after a 2-day training course.,Security,0.05384039878845215
100% of cardmember services representatives shall be able to successfully create a dispute case on the first encounter after completing the training course.,Usability,0.20126031339168549
100% of merchant services representatives shall be able to successfully perform a follow up action on a dispute case on the first encounter after completing the training course.,Usability,0.1677340418100357
The Disputes application shall ensure that only users with the appropriate access level are allowed to initiate dispute requests.,Security,0.24657981097698212
Only users with Update access must be able to initiate dispute requests.,Security,0.19035619497299194
The Disputes application shall ensure that only authorized users are allowed to logon to the application.,Security,0.1930546760559082
 All authorized users  once authenticated must be able to logon to the Disputes System,Usability,0.27029481530189514
The Disputes System shall generate a User Report that details any new users that have been added and any changes to an existing user’s access level.  The report will be reviewed for auditing purposes.,Security,0.2549059987068176
All additions of new users and modifications to user’s access shall be recorded on the User Report.,Security,0.22611141204833984
 If a user account is revoked  it can only be re-instantiated by the System Administrator.,Security,0.2157285064458847
Only the System Administrator shall be able to reset a revoked user logon account,Security,0.09700284898281097
The Disputes application shall manipulate and view business data. Users will not have direct access to data files or databases.,Security,0.22789832949638367
All updates to data files or database must be initiated from the Disputes System.,Security,0.21198928356170654
The product shall be easy to use by Adjusters and Collision Estimators.  95% of Adjusters and Collision Estimators shall find the product easy to use.,Usability,0.5100376009941101
The product shall increase productivity of Collision Estimators. 80% of the Collision Estimators shall agree their productivity has increase within 1 month of using the product.,Usability,0.1857178509235382
Users shall feel satisfied using the product.  85% of all users will be satisfied with the product.,Usability,0.35027778148651123
The product shall be easy to learn by Adjusters and Collision Estimators.  The product shall be learned with two days onsite training,Usability,0.33247801661491394
The user shall easily locate instructions while using the product.  User help can be found within 90% of the system.,Usability,0.37381893396377563
Only adjusters can request recycled parts audit reports. No users without an adjuster role shall request recycled parts audits.,Usability,0.1951093077659607
Only adjusters with a supervisor role can update preferred repair facility ratings. Users without the supervisor role cannot access the repair facility ratings.,Usability,0.16906915605068207
