 If projected  the data must be readable.  On a 10x10 projection screen  90% of viewers must be able to read Event / Activity data from a viewing distance of 30,Usability,0.45109930634498596
 If projected  the data must be understandable. On a 10x10 projection screen  90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100,Usability,0.42884382605552673
The product shall ensure that it can only be accessed by authorized users.  The product will be able to distinguish between authorized and unauthorized users in all access attempts,Usability,0.47665002942085266
The product shall be intuitive and self-explanatory.  :  90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product.,Usability,0.4652675688266754
The system shall be used by realtors with no training.,Usability,0.4387372136116028
The system shall be intuitive and self explanatory.,Usability,0.48757272958755493
The product shall be easy for a realtor to learn.,Usability,0.45939114689826965
The product shall use symbols and words that are naturally understandable by the realtor community.,Usability,0.3977142572402954
The product shall be installed by an untrained realtor   without recourse to separately-printed instructions.,Usability,0.41957107186317444
90% of untrained realtors shall be able to install the product on their device without printed instructions,Usability,0.44609785079956055
Only registered realtors shall be able to access the system.,Usability,0.43840861320495605
Every user of the system shall be authenticated and authorized.,Usability,0.4707581698894501
The product shall prevent its data from incorrect data being introduced.,Usability,0.44154831767082214
The system shall be easy to use by the Program Administrators/Nursing Staff Members.,Usability,0.42925676703453064
All of the users shall be able to use the system after one day of training.,Usability,0.43632566928863525
The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.,Usability,0.43017828464508057
The number of mistakes noted by the students shall be decreased by 50% in the first year.,Security,0.40577733516693115
The system shall be intuitive to the Program Administrators/Nursing Staff Members.,Usability,0.41342398524284363
2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.,Usability,0.407071977853775
The system shall use symbols and words that are naturally understandable by the user community.,Usability,0.42647430300712585
The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.,Usability,0.44762545824050903
Only authorized users shall have access to clinical site information.,Usability,0.47223201394081116
Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.,Usability,0.4183339774608612
Only authorized users shall have access to students’ personal information.,Usability,0.4419724941253662
Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students’ personal information.,Usability,0.4313249886035919
Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.,Usability,0.4753433167934418
Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.,Usability,0.45801565051078796
The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.,Usability,0.4510232210159302
The system shall protect private information in accordance with the organization’s information policy.,Security,0.48476457595825195
The system shall be built such that it is as secure as possible from malicious interference.,Security,0.43418756127357483
The system shall use the organization’s standard virus protection software to help monitor threats to itself.,Usability,0.4372614920139313
The list of dispute cases that are displayed after a search is performed must be color coded for easy identification of dispute cases based upon the dispute case status.,Usability,0.4521747827529907
100% of the cardmember and merchant services representatives shall use the Disputes application regularly after a 2-day training course.,Usability,0.467090904712677
100% of cardmember services representatives shall be able to successfully create a dispute case on the first encounter after completing the training course.,Usability,0.44627249240875244
100% of merchant services representatives shall be able to successfully perform a follow up action on a dispute case on the first encounter after completing the training course.,Usability,0.4335649907588959
The Disputes application shall ensure that only users with the appropriate access level are allowed to initiate dispute requests.,Usability,0.4619803726673126
