 If projected  the data must be readable.  On a 10x10 projection screen  90% of viewers must be able to read Event / Activity data from a viewing distance of 30,Usability,0.7438806295394897
 If projected  the data must be understandable. On a 10x10 projection screen  90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100,Usability,0.7400285005569458
The product shall ensure that it can only be accessed by authorized users.  The product will be able to distinguish between authorized and unauthorized users in all access attempts,Usability,0.7438815832138062
The product shall be intuitive and self-explanatory.  :  90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product.,Usability,0.7591894268989563
The system shall be used by realtors with no training.,Security,0.7505885362625122
The system shall be intuitive and self explanatory.,Usability,0.6938676238059998
The product shall be easy for a realtor to learn.,Usability,0.7523778080940247
The product shall use symbols and words that are naturally understandable by the realtor community.,Usability,0.735595166683197
The product shall be installed by an untrained realtor   without recourse to separately-printed instructions.,Usability,0.6873501539230347
90% of untrained realtors shall be able to install the product on their device without printed instructions,Usability,0.7362449765205383
Only registered realtors shall be able to access the system.,Security,0.6994770765304565
Every user of the system shall be authenticated and authorized.,Security,0.7098825573921204
The product shall prevent its data from incorrect data being introduced.,Usability,0.7423939108848572
The system shall be easy to use by the Program Administrators/Nursing Staff Members.,Usability,0.7767620086669922
All of the users shall be able to use the system after one day of training.,Usability,0.732510507106781
The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.,Usability,0.7683765292167664
The number of mistakes noted by the students shall be decreased by 50% in the first year.,Usability,0.6674681901931763
The system shall be intuitive to the Program Administrators/Nursing Staff Members.,Security,0.7573524713516235
2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.,Usability,0.7407073378562927
The system shall use symbols and words that are naturally understandable by the user community.,Usability,0.7411824464797974
The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.,Usability,0.69889897108078
Only authorized users shall have access to clinical site information.,Usability,0.700357973575592
Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.,Security,0.7400116920471191
Only authorized users shall have access to students’ personal information.,Security,0.7203167080879211
Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students’ personal information.,Security,0.7812351584434509
Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.,Usability,0.6943116784095764
Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.,Usability,0.7745599746704102
The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.,Security,0.7290778160095215
